CODE,TITLE,DATE
TM/:WY,TALES OF THE MARVELS: WONDER YEARS,1995
TM/U,TALES OF THE MARVEL UNIVERSE,1997
TOD,TOMB OF DRACULA,1972-1979
TOD2,TOMB OF DRACULA VOL. 2 (MAGAZINE),1979-1980
TOD3,TOMB OF DRACULA VOL. 3,1991-1992
TOD4,TOMB OF DRACULA VOL. 4,2004-2005
TOD:TOB,TOMB OF DRACULA: THRONE OF BLOOD,2011
TORCH,TORCH,2009-2010
TOS,TALES OF SUSPENSE,1959-1968
TOS2,TALES OF SUSPENSE VOL. 2,1995
TOT,TOMB OF TERROR,2010
TOTZ,TALES OF THE ZOMBIE (MAGAZINE),1973-1975
TOWER,TOWER OF SHADOWS,1969-1970
TOXIN,TOXIN,2005
TPETA,TAILS OF THE PET AVENGERS,2010
TPETA:DOGS,TAILS OF THE PET AVENGERS: THE DOGS OF SUMMER,2010
TREK/X,STAR TREK/X-MEN,1996
TREK/X:SC,STAR TREK/X-MEN: SECOND CONTACT,1998
TRUEB,TRUE BELIEVERS,2008-2009
TRUK,TRANSFORMERS UK,1984-1992
TRUTH,TRUTH: RED WHITE & BLACK,2003
TS,THORS,2015-2016
TSIM,TONY STARK IRON MAN,2018-2020
TSLIP,TIMESLIP: COMING OF THE AVENGERS,1998
TSTRK,THUNDERSTRIKE,1993-1995
TSTRK2,THUNDERSTRIKE VOL. 2,2011
TTA,TALES TO ASTONISH,1959-1968
TTA2,TALES TO ASTONISH VOL. 2,1979-1981
TTA3,TALES TO ASTONISH VOL. 3,1994
TWELVE,TWELVE,2007-2012
TWELVE:SH,TWELVE: SPEARHEAD,2010
TX2K,TEAM X 2000,1999
TYPHOID,TYPHOID,1995-1996
TYPHOIDF:IF,TYPHOID FEVER: IRON FIST,2019
TYPHOIDF:SM,TYPHOID FEVER: SPIDER-MAN,2019
TYPHOIDF:X,TYPHOID FEVER: X-MEN,2019
TZ,TARZAN,1977-1979
U.S.A,U.S.AVENGERS,2017-2018
UA,UNCANNY AVENGERS,2012-2014
UA2,UNCANNY AVENGERS VOL. 2,2015
UA3,UNCANNY AVENGERS VOL. 3,2015-2018
UA 8AU,UNCANNY AVENGERS 8AU,2014
UA:UFVR,UNCANNY AVENGERS: ULTRON FOREVER,2015
UACC,UNLIMITED ACCESS,1997-1998
UG,ULTRA GIRL,1996-1997
UGP,UNBELIEVABLE GWENPOOL,2016-2018
UINHS,UNCANNY INHUMANS,2015-
UINHS 1.MU,UNCANNY INHUMANS 1.MU,2017
UJ,UNION JACK,1998-1999
UJ2,UNION JACK VOL. 2,2006-2007
ULCM,UNTOLD LEGEND OF CAPTAIN MARVEL,1997
ULTA,ULTIMATE AVENGERS,2009-2010
ULTA2,ULTIMATE AVENGERS 2,2010
ULTA3,ULTIMATE AVENGERS 3,2010-2011
ULTADV,ULTIMATE ADVENTURES,2002-2003
ULTARMOR,ULTIMATE ARMOR WARS,2009-2010
ULTAV.NULTS,ULTIMATE AVENGERS VS. NEW ULTIMATES,2011
ULTCA,ULTIMATE CAPTAIN AMERICA,2011
ULTCHAWK,ULTIMATE COMICS HAWKEYE,2011-2012
ULTCIM,ULTIMATE COMICS IRON MAN,2012-2013
ULTCSM,ULTIMATE COMICS SPIDER-MAN,2011-2014
ULTCULTS,ULTIMATE COMICS ULTIMATES,2011-2013
ULTCW,ULTIMATE COMICS WOLVERINE,2013
ULTCXM,ULTIMATE COMICS X-MEN,2011-2013
ULTDD&EL,ULTIMATE DAREDEVIL & ELEKTRA,2003
ULTDOOM,ULTIMATE DOOM,2011
ULTEL,ULTIMATE ELEKTRA,2004-2005
ULTEND,ULTIMATE END,2015-2016
ULTENEMY,ULTIMATE ENEMY,2010
ULTEXT,ULTIMATE EXTINCTION,2006
ULTF.F.,ULTIMATE FF,2014-
ULTFALL,ULTIMATE FALLOUT,2011
ULTFF,ULTIMATE FANTASTIC FOUR,2004-2009
ULTFF/XM,ULTIMATE FANTASTIC FOUR/X-MEN,2008
ULTH,ULTIMATE HULK,2008
ULTHUMAN,ULTIMATE HUMAN,2008
ULTIMATUM,ULTIMATUM,2009
ULTIMATUM:FFR,ULTIMATUM: FANTASTIC FOUR REQUIEM,2009
ULTIMATUM:SMR,ULTIMATUM: SPIDER-MAN REQUIEM,2009
ULTIMATUM:XMR,ULTIMATUM: X-MEN REQUIEM,2009
ULTM/TU,ULTIMATE MARVEL TEAM-UP,2001-2002
ULTMYST,ULTIMATE MYSTERY,2010
ULTNM,ULTIMATE NIGHTMARE,2004-2005
ULTNULTS,ULTIMATE NEW ULTIMATES,2010-2011
ULTO,ULTIMATE ORIGINS,2008
ULTP,ULTIMATE POWER,2006-2008
ULTRAF,ULTRAFORCE,1994-1995
ULTRAF2,ULTRAFORCE VOL. 2,1995-1996
ULTRAF ∞,ULTRAFORCE ∞,1995
ULTRAF/A,ULTRAFORCE/AVENGERS,1995
ULTRAF/AP,ULTRAFORCE/AVENGERS PRELUDE,1995
ULTRAF/SM,ULTRAFORCE/SPIDER-MAN,1996
ULTRAV:FS,ULTRAVERSE: FUTURE SHOCK,1997
ULTRAVDF,ULTRAVERSE DOUBLE FEATURE,1995
ULTRAVP,ULTRAVERSE PREMIERE,1993
ULTRAVU,ULTRAVERSE UNLIMITED,1996
ULTRAVYZ,ULTRAVERSE YEAR ZERO: DEATH OF THE SQUAD,1995
ULTRON 1AU,ULTRON 1AU,2013
ULTS,ULTIMATES,2002-2004
ULTS2,ULTIMATES 2,2005-2007
ULTS3,ULTIMATES 3,2008
ULTS4,ULTIMATES VOL. 4,2016
ULTS²,ULTIMATES²,2017
ULTSEC,ULTIMATE SECRET,2005
ULTSIX,ULTIMATE SIX,2003-2004
ULTSM,ULTIMATE SPIDER-MAN,"2000-2009, 2011"
ULTSM2,ULTIMATE SPIDER-MAN VOL. 2,2009-2010
ULTSSAGA,ULTIMATES SAGA,2007
ULTT,ULTIMATE THOR,2010-2011
ULTVIS,ULTIMATE VISION,2007-2008
ULTWAR,ULTIMATE WAR,2003
ULTWV.H,ULTIMATE WOLVERINE VS. HULK,2006-2009
ULTX,ULTIMATE X,2010-2011
ULTX/4,ULTIMATE X/4,2006
ULTXM,ULTIMATE X-MEN,2001-2009
ULTXM/FF,ULTIMATE X-MEN/FANTASTIC FOUR,2008
UNIX,UNIVERSE X,2000-2001
UNIX X,UNIVERSE X X,2001
UNWT,UNWORTHY THOR,2017
UO,UNCANNY ORIGINS,1996-1997
US1,U.S. 1,1983
USA,USAGENT,1993
USA2,USAGENT VOL. 2,2001
USAC,USA COMICS,1941-1945
USAC70A,USA COMICS 70TH ANNIVERSARY SPECIAL,2009
USQG,UNBEATABLE SQUIRREL GIRL,2015
USQG2,UNBEATABLE SQUIRREL GIRL VOL. 2,2015-
USQGBUM/U,UNBEATABLE SQUIRREL GIRL BEATS UP THE MARVEL UNIVERSE,2016
UTALES,UNCANNY TALES,1952-1957
UTNU:D.P.7,UNTOLD TALES OF THE NEW UNIVERSE: D.P.7,2006
UTNU:JUST,UNTOLD TALES OF THE NEW UNIVERSE: JUSTICE,2006
UTNU:NMASK,UNTOLD TALES OF THE NEW UNIVERSE: NIGHTMASK,2006
UTNU:PF,UNTOLD TALES OF THE NEW UNIVERSE: PSI-FORCE,2006
UTNU:SBRAND,UNTOLD TALES OF THE NEW UNIVERSE: STAR BRAND,2006
UTPMAX,UNTOLD TALES OF PUNISHER MAX,2012
UTSM,UNTOLD TALES OF SPIDER-MAN,1995-1997
UTSM:SE,UNTOLD TALES OF SPIDER-MAN: STRANGE ENCOUNTERS,1998
UW,UNDERWORLD,2006
UWASP,UNSTOPPABLE WASP,2017
UWASP2,UNSTOPPABLE WASP VOL. 2,2018-2019
UX,UNCANNY X-MEN,1981-2011
UX2,UNCANNY X-MEN VOL. 2,2012
UX3,UNCANNY X-MEN VOL. 3,2013-
UX4,UNCANNY X-MEN VOL. 4,2016-2017
UX5,UNCANNY X-MEN VOL. 5,2019
UX SPEC,UNCANNY X-MEN SPECIAL,2014
UX/FF,UNCANNY X-MEN/FANTASTIC FOUR,1998
UX:HAGE,UNCANNY X-MEN: HEROIC AGE,2010
UX:WEND,UNCANNY X-MEN: WINTER'S END,2019
UXFOR,UNCANNY X-FORCE,2010-2013
UXFOR2,UNCANNY X-FORCE VOL. 2,2013-2014
V,VENOM,2003-2004
V2,VENOM VOL. 2,2011-2013
V3,VENOM VOL. 3,2017
V4,VENOM VOL. 4,2018-2021
V SSPEC,VENOM SUPER SPECIAL,1995
V:ACS,VENOM: ALONG CAME A SPIDER,1996
V:CRNGU,VENOM: CARNAGE UNLEASHED,1995
V:DO,VENOM: DARK ORIGIN,2008-2009
V:EW,VENOM: ENEMY WITHIN,1994
V:F,VENOM: FINALE,1997-1998
V:FH,VENOM: FIRST HOST,2018
V:FP,VENOM: FUNERAL PYRE,1993
V:HUNGER,VENOM: HUNGER,1996
V:HUNTED,VENOM: HUNTED,1996
V:LP,VENOM: LETHAL PROTECTOR,1993
V:LTK,VENOM: LICENSE TO KILL,1997
V:MACE,VENOM: MACE,1994
V:MADNESS,VENOM: MADNESS,1993-1994
V:NOV,VENOM: NIGHTS OF VENGEANCE,1994
V:OT,VENOM: ON TRIAL,1997
V:SA,VENOM: SEPARATION ANXIETY,1994-1995
V:SB,VENOM: SIGN OF THE BOSS,1997
V:SK,VENOM: SPACE KNIGHT,2016
V:SOD,VENOM: SEED OF DARKNESS,1997
V:STA,VENOM: SINNER TAKES ALL,1995
V:TC,VENOM: TOOTH & CLAW,1996-1997
VAL,VALKYRIE,1997
VAL2,VALKYRIE VOL. 2,2010
VAULTOS,VAULT OF SPIDERS,2018-2019
VENGEANCE,VENGEANCE,2011-2012
VENUS,VENUS,1948-1952
VFH,VILLAINS FOR HIRE,2012
VIS,VISION,1994-1995
VIS2,VISION VOL. 2,2002-2003
VIS3,VISION VOL. 3,2016
VIS&SCRW,VISION & SCARLET WITCH,1982-1983
VIS&SCRW2,VISION & SCARLET WITCH VOL. 2,1985-1986
VIZED,VENOMIZED,2018
VLOKI,VOTE LOKI,2016
VOMK,VENGEANCE OF THE MOON KNIGHT,2009-2010
VT,VAMPIRE TALES (MAGAZINE),1973-1975
VV.CRNG,VENOM VS. CARNAGE,2004
VVERSE,VENOMVERSE,2017
VVERSE:WS,VENOMVERSE: WAR STORIES,2017
W,WOLVERINE,1982
W2,WOLVERINE VOL. 2,"1988-2003, 2012-2013"
W3,WOLVERINE VOL. 3,2003-2009
W4,WOLVERINE VOL. 4,2010-2012
W5,WOLVERINE VOL. 5,2013-2014
W6,WOLVERINE VOL. 6,2014
W&BCAT:CLAWSII,WOLVERINE & BLACK CAT: CLAWS II,2011
W&JUB,WOLVERINE & JUBILEE,2011
W&PP,WOLVERINE & POWER PACK,2009
W&X,WOLVERINE & X-MEN,2011-2014
W&X2,WOLVERINE & X-MEN VOL. 2,2014-2015
W&X 27AU,WOLVERINE & X-MEN 27AU,2013
W&X:A&O,WOLVERINE & X-MEN: ALPHA & OMEGA,2012
W/C,WOLVERINE/CABLE: GUTS AND GLORY,1999
W/CA,WOLVERINE/CAPTAIN AMERICA,2004
W/DOOP,WOLVERINE/DOOP,2003
W/DP:D,WOLVERINE/DEADPOOL: DECOY,2011
W/GAM:VIC,WOLVERINE/GAMBIT: VICTIMS,1995
W/H,WOLVERINE/HULK,2002
W/HRC:MMM,"WOLVERINE/HERCULES: MYTHS, MONSTERS & MUTANTS",2011
W/NF:SR,WOLVERINE/NICK FURY: SCORPIO RISING,1994
W/P,WOLVERINE/PUNISHER,2004
W/P:DE,WOLVERINE/PUNISHER: DAMAGING EVIDENCE,1993
W/P:R,WOLVERINE/PUNISHER: REVELATION,1999
W/WITCHBLADE,WOLVERINE/WITCHBLADE,1997
W:AIM,WOLVERINE: AMAZING IMMORTAL MAN & OTHER BLOODY TALES,2008
W:AIM TPB,WOLVERINE: AMAZING IMMORTAL MAN & OTHER BLOODY TALES (TPB),2018
W:ANN,WOLVERINE: ANNIVERSARY,2009
W:BC,WOLVERINE: BLOODY CHOICES,1991
W:BEST,WOLVERINE: BEST THERE IS,2011-2012
W:BLOODLUST,WOLVERINE: BLOODLUST,1990
W:BR,WOLVERINE: BLACK RIO,1998
W:CS,WOLVERINE: CHOP SHOP,2009
W:DB,WOLVERINE: DOOMBRINGER,1997
W:DG,WOLVERINE: DANGEROUS GAMES,2008
W:DOD,WOLVERINE: DEBT OF DEATH,2011
W:DOFP,WOLVERINE: DAYS OF FUTURE PAST,1997-1998
W:E,WOLVERINE: END,2004
W:EVIL,WOLVERINE: EVILUTION,1994
W:FB,WOLVERINE: FIREBREAK,2008
W:FC,WOLVERINE: FIRST CLASS,2008-2010
W:FLESH,WOLVERINE: IN THE FLESH,2013
W:FTS,WOLVERINE: FLIES TO A SPIDER,2009
W:GJ,WOLVERINE: GLOBAL JEOPARDY,1993
W:IF,WOLVERINE: INNER FURY,1992
W:IW,WOLVERINE: INFINITY WATCH,2019
W:JA,WOLVERINE: JUNGLE ADVENTURE,1989
W:JMW,WOLVERINE: JAPAN'S MOST WANTED,2014
W:KILLING,WOLVERINE: KILLING,1993
W:KMS,WOLVERINE: KILLING MADE SIMPLE,2008
W:KT,WOLVERINE: KNIGHT OF TERRA,1995
W:MD,WOLVERINE: MANIFEST DESTINY,2008-2009
W:MRX,WOLVERINE: MR. X,2010
W:NETSUKE,WOLVERINE: NETSUKE,2002-2003
W:O,WOLVERINE: ORIGINS,2006-2010
W:OML,WOLVERINE: OLD MAN LOGAN GIANT-SIZE,2009
W:REV,WOLVERINE: REVOLVER,2009
W:RT,WOLVERINE: RAHNE OF TERRA,1991
W:RTH,WOLVERINE: ROAD TO HELL,2010
W:SAUDADE,WOLVERINE: SAUDADE,
W:SAV,WOLVERINE: SAVAGE,2010
W:SB,WOLVERINE: SWITCHBACK,2009
W:SNIKT,WOLVERINE: SNIKT,2003
W:SOC,WOLVERINE: SON OF CANADA,2001
W:SOUL,WOLVERINE: SOULTAKER,2005
W:UB,WOLVERINE: UNDER THE BOARDWALK,2010
W:WEN,WOLVERINE: WENDIGO!,2010
W:WX,WOLVERINE: WEAPON X,2009-2010
W:XISLE,WOLVERINE: XISLE,2003
WAR,WAR,1989-1990
WARADV,WAR ADVENTURES,1952-1953
WARC,WAR COMICS,1950-1957
WARH,WARHEADS,1992-1993
WARH:BD,WARHEADS: BLACK DAWN,1993
WARM,WAR MACHINE,1994-1996
WARM2,WAR MACHINE VOL. 2,2009-2010
WARM ASH,WAR MACHINE ASHCAN,1994
WARRSTHREE,WARRIORS THREE,2011
WAYART,"WHAT, ARE YOU ACTUALLY READING THIS?",1967
WBN,WEREWOLF BY NIGHT,1972-1977
WBN2,WEREWOLF BY NIGHT VOL. 2,1998
WCA,WEST COAST AVENGERS,1984
WCA2,WEST COAST AVENGERS VOL. 2,1985-1994
WCA3,WEST COAST AVENGERS VOL. 3,2018-2019
WEAPON0/SS,WEAPON 0/SILVER SURFER,1997
WEARP,WYATT EARP,"1955-1960, 1972-1973"
WEDOD,WEDDING OF DRACULA,1993
WG,WESTERN GUNFIGHTERS,1956-1967
WG2,WESTERN GUNFIGHTERS VOL. 2,1970-1976
WH,WEAPON H,2018-2019
WHUNT,WITCH HUNTER,1996
WI?,WHAT IF?,1977-1984
WI?2,WHAT IF? VOL. 2,1989-1998
WI? SPEC,WHAT IF? SPECIAL,1988
WI?AD,WHAT IF? AVENGERS DISASSEMBLED,2007
WI?ANNI,WHAT IF? ANNIHILATION,2008
WI?ASM:GH,WHAT IF? AMAZING SPIDER-MAN: GRIM HUNT,2011
WI?ASTONX,WHAT IF? ASTONISHING X-MEN,2010
WI?CA,WHAT IF? CAPTAIN AMERICA,2006
WI?CW,WHAT IF? CIVIL WAR,2008
WI?DD,WHAT IF? DAREDEVIL,2006
WI?DOOMTG,WHAT IF? DOCTOR DOOM HAD BECOME THE THING?,2005
WI?DR,WHAT IF? DARK REIGN,2011
WI?FF,WHAT IF? FANTASTIC FOUR,2006
WI?FS,WHAT IF? FALLEN SON,2009
WI?GENRH,WHAT IF? GENERAL ROSS HAD BECOME THE HULK?,2005
WI?IM,WHAT IF? IRON MAN: DEMON IN AN ARMOR,2011
WI?JJA,WHAT IF? JESSICA JONES HAD JOINED THE AVENGERS?,2005
WI?KPL,WHAT IF? KAREN PAGE HAD LIVED?,2005
WI?MPX,WHAT IF? MAGNETO HAD FORMED THE X-MEN WITH PROFESSOR X?,2005
WI?NFF,WHAT IF? NEWER FANTASTIC FOUR,2009
WI?SECINV,WHAT IF? SECRET INVASION,2010
WI?SMO,WHAT IF? SPIDER-MAN THE OTHER,2007
WI?SMV.W,WHAT IF? SPIDER-MAN VS. WOLVERINE,2008
WI?SUB,WHAT IF? SUB-MARINER,2006
WI?T,WHAT IF? THOR,2006
WI?W,WHAT IF? WOLVERINE,2006
WI?W:F,WHAT IF? WOLVERINE: FATHER,2011
WI?WIERINGO,WHAT IF? MIKE WIERINGO,2008
WI?WWH,WHAT IF? WORLD WAR HULK,2010
WI?XAOA,WHAT IF? X-MEN AGE OF APOCALYPSE,2007
WI?XRFSE,WHAT IF? X-MEN: RISE AND FALL OF THE SHI'AR EMPIRE,2007
WIH,WAR IS HELL,1973-1975
WIH:PE,WAR IS HELL: PHANTOM EAGLE,2008
WILDT,WILD THING,1993
WILDT2,WILD THING VOL. 2,1999
WILLIEC,WILLIE COMICS,1946-1949
WITCHBLADE,WITCHBLADE,1995-2015
WITCHBLADE/EL,WITCHBLADE/ELEKTRA,1997
WITCHES,WITCHES,2004
WKNDFVR:A,WAKANDA FOREVER: AVENGERS,2018
WKNDFVR:ASM,WAKANDA FOREVER: AMAZING SPIDER-MAN,2018
WKNDFVR:X,WAKANDA FOREVER: X-MEN,2018
WLOCK,(POWER OF) WARLOCK,1972-1976
WLOCK3,WARLOCK VOL. 3,1998-1999
WLOCK4,WARLOCK VOL. 4,1999-2000
WLOCK5,WARLOCK VOL. 5,2004-2005
WLOCK&TIW,WARLOCK & THE INFINITY WATCH,1992-1995
WLOCKC,WARLOCK CHRONICLES,1993-1994
WM,WONDER MAN,1986
WM2,WONDER MAN VOL. 2,1991-1994
WM3,WONDER MAN VOL. 3,2007
WMAKER,WIDOWMAKER,2011
WMC,WIZARD MINI-COMIC,1995
WMD,WHERE MONSTERS DWELL,1970-1975
WMD2,WHERE MONSTERS DWELL VOL. 2,2015
WMD:A,WEAPONS OF MUTANT DESTRUCTION: ALPHA,2017
WNOIR,WOLVERINE NOIR,2009
WOK,WAR OF KINGS,2009
WOK:A,WAR OF KINGS:ASCENSION,2009
WOK:DHAWK,WAR OF KINGS: DARKHAWK,2009
WOK:SAVWSKAAR,WAR OF KINGS: SAVAGE WORLD OF SKAAR,2009
WOK:WARR,WAR OF KINGS: WARRIORS,2009
WOK:WWR?,WAR OF KINGS: WHO WILL RULE?,2009
WOM/,WOMEN OF MARVEL,2011
WOSCRS,WEB OF SCARLET SPIDER,1995-1996
WOSM,WEB OF SPIDER-MAN,1985-1995
WOSM2,WEB OF SPIDER-MAN VOL. 2,2009-2010
WOSM SSPEC,WEB OF SPIDER-MAN SUPER SPECIAL,1995
WOTR,WAR OF THE REALMS,2019
WOTR:JIM,WAR OF THE REALMS: JOURNEY INTO MYSTERY,2019
WOTR:NAOATLAS,WAR OF THE REALMS: NEW AGENTS OF ATLAS,2019
WOTR:O,WAR OF THE REALMS: OMEGA,2019
WOTR:P,WAR OF THE REALMS: PUNISHER,2019
WOTR:SM&LOR,WAR OF THE REALMS: SPIDER-MAN & THE LEAGUE OF REALMS,2019
WOTR:UX,WAR OF THE REALMS: UNCANNY X-MEN,2019
WOTR:WS,WAR OF THE REALMS: WAR SCROLLS,2019
WOTRS:DER,WAR OF THE REALMS STRIKEFORCE: DARK ELF REALM,2019
WOTRS:LOG,WAR OF THE REALMS STRIKEFORCE: THE LAND OF GIANTS,2019
WOTRS:WA,WAR OF THE REALMS STRIKEFORCE: WAR AVENGERS,2019
WOV:CRNGB,WEB OF VENOM: CARNAGE BORN,2019
WOV:FP,WEB OF VENOM: FUNERAL PYRE,2019
WOV:VU,WEB OF VENOM: VENOM UNLEASHED,2019
WPACK,WOLFPACK,1988-1989
WRATH,WRATH,1994-1995
WS,WOLVERINES,2015-2016
WSDM,WISDOM,2007
WSOL,WINTER SOLDIER,2012-2013
WSOL2,WINTER SOLDIER VOL. 2,2019
WSOL:BM,WINTER SOLDIER: BITTER MARCH,2014
WSOL:WK,WINTER SOLDIER: WINTER KILLS,2007
WSTRK,WARSTRIKE,1994
WT,WHITE TIGER,2007
WT?,WHAT THE--?!,1988-1993
WTSM,WEBSPINNERS: TALES OF SPIDER-MAN,1999-2000
WTU,WESTERN TEAM-UP,1973
WV.BLD,WOLVERINE VS. BLADE,2019
WWARR,WEB WARRIORS,2016
WWESTERN,WILD WESTERN,1948-1957
WWH,WORLD WAR HULK,2007-2008
WWH:A,WORLD WAR HULK: AFTERSMASH,2008
WWH:FL,WORLD WAR HULK: FRONT LINE,2007
WWH:GC,WORLD WAR HULK: GAMMA CORPS,2007-2008
WWH:X,WORLD WAR HULK: X-MEN,2007
WWHA:DAMCON,WORLD WAR HULK: AFTERSMASH! DAMAGE CONTROL,2008
WWHA:WARB,WORLD WAR HULK AFTERSMASH: WARBOUND,2008
WWHP:WB,WORLD WAR HULK PROLOGUE: WORLD BREAKER,2007
WWHS,WORLD WAR HULKS,2010
WWHS:CAV.W,WORLD WAR HULKS: CAPTAIN AMERICA VS. WOLVERINE,2010
WWHS:SMV.T,WORLD WAR HULKS: SPIDER-MAN VS. THOR,2010
WWORLD,WEIRDWORLD,2015
WWORLD2,WEIRDWORLD VOL. 2,2016
WWT,WEIRD WONDER TALES,1973-1977
WX,WEAPON X,1995
WX2,WEAPON X VOL. 2,2002-2004
WX3,WEAPON X VOL. 3,2017-2019
WX:DAZERO,WEAPON X: DRAFT - AGENT ZERO,2002
WX:DOFN,WEAPON X: DAYS OF FUTURE NOW,2002
WX:KANE,WEAPON X: KANE,2002
WX:MARROW,WEAPON X: MARROW,2002
WX:SAURON,WEAPON X: SAURON,2002
WX:WC,WEAPON X: WILD CHILD,2002
WXNOIR,WEAPON X NOIR,2010
X,X-MEN,1963-1981
X2,X-MEN VOL. 2,"1991-2001, 2004-2008"
X3,X-MEN VOL. 3,2010-2013
X4,X-MEN VOL. 4,2013-2015
X&AF,X-MEN & ALPHA FLIGHT,1985-1986
X&AF2,X-MEN & ALPHA FLIGHT VOL. 2,1998
X&CLAN,X-MEN & CLAN DESTINE,1996
X&MICRO,X-MEN & MICRONAUTS,1984
X&PP,X-MEN & POWER PACK,2005-2006
X&SM,X-MEN & SPIDER-MAN,2009
X/DOOM,X-MEN/DOCTOR DOOM,1998
X/FF,X-MEN/FANTASTIC FOUR (X/4),2005
X/RUN,X-MEN/RUNAWAYS,2006
X:198,X-MEN: 198,2006
X:ALPHA,X-MEN: ALPHA,1995
X:AV.D,X-MEN: APOCALYPSE VS. DRACULA,2006
X:B,X-MEN: BLUE,2017-2018
X:BLK-EFROST,X-MEN: BLACK - EMMA FROST,2018
X:BLK-JUG,X-MEN: BLACK - JUGGERNAUT,2018
X:BLK-M,X-MEN: BLACK - MAGNETO,2018
X:BLK-MOJO,X-MEN: BLACK - MOJO,2018
X:BLK-MSTQ,X-MEN: BLACK - MYSTIQUE,2018
X:BOTA,X-MEN: BATTLE OF THE ATOM,2013
X:BS,X-MEN: BLIND SCIENCE,2010
X:COLB,X-MEN: COLOSSUS BLOODLINE,2005-2006
X:D,X-MEN: DECLASSIFIED,2000
X:DBS,X-MEN: DIE BY THE SWORD,2007-2008
X:DG,X-MEN: DEADLY GENESIS,2006
X:DWS,X-MEN: DIVIDED WE STAND,2008
X:ES,X-MEN: ENDANGERED SPECIES,2008
X:EV,X-MEN: EMPEROR VULCAN,2008
X:EXTRNTD,X-MEN: THE EXTERMINATED,2019
X:FC,X-MEN: FIRST CLASS,2006-2007
X:G,X-MEN: GOLD,2017-2018
X:HB,X-MEN: HELLBOUND,2010
X:HC,X-MEN: HELLFIRE CLUB,2000
X:HY,X-MEN: HIDDEN YEARS,1999-2001
X:KB,X-MEN: KINGBREAKER,2009
X:L,X-MEN: LEGACY,2008-2012
X:L2,X-MEN: LEGACY VOL. 2,2013
X:LIB,X-MEN: LIBERATORS,1998-1999
X:MC,X-MEN: MESSIAH COMPLEX,2007
X:MD,X-MEN: MANIFEST DESTINY,2008-2009
X:MDNC,X-MEN: MANIFEST DESTINY NIGHTCRAWLER,2009
X:MT,X-MEN: MAGNETO TESTAMENT,2008-2009
X:MWAR,X-MEN: MAGNETO WAR,1999-2000
X:NMH,X-MEN: NO MORE HUMANS,2014
X:OMEGA,X-MEN: OMEGA,1995
X:OMO,X-MEN: ODD MEN OUT,2008
X:OS,X-MEN: ORIGINAL SIN,2008
X:PHX,X-MEN: PHOENIX,1999-2000
X:PHXE,X-MEN: PHOENIX ENDSONG,2005
X:PHXLOF,X-MEN: PHOENIX - LEGACY OF FIRE,2003
X:PHXW,X-MEN: PHOENIX WARSONG,2006-2007
X:PIXIES&D,X-MEN: PIXIES & DEMONS,2008
X:PIXIESB,X-MEN: PIXIE STRIKES BACK!,2010
X:PRIME,X-MEN: PRIME,1995
X:PSCHISM,X-MEN: PRELUDE TO SCHISM,2011
X:R,X-MEN: RED,2018-2019
X:REG,X-MEN: REGENESIS,2011
X:RONIN,X-MEN: RONIN,2003
X:SB,X-MEN: SWORD OF THE BRADDOCKS,2009
X:SCHISM,X-MEN: SCHISM,2011-2012
X:SECCOM,X-MEN: SECOND COMING,2010
X:SFCY,X-MEN: SEARCH FOR CYCLOPS,2000-2001
X:TF,X-MEN: TRUE FRIENDS,1999
X:TLLBSHP,X-MEN: TIMES & LIFE OF LUCAS BISHOP,2009
X:TS&P,X-MEN: TO SERVE & PROTECT,2011
X:WA,X-MEN: WEDDING ALBUM,1994
X:WED,X-MEN: THE WEDDING SPECIAL,2018
X:WORLDS,X-MEN: WORLDS APART,2008-2009
X-23,X-23,2005
X-23V2,X-23 VOL. 2,2010
X-23V3,X-23 VOL. 3,2010-2012
X-23V4,X-23 VOL. 4,2018-2019
X-23:TX,X-23: TARGET X,2007
X-CAL,X-CALIBRE,1995
X-U,X-UNIVERSE,1995
X2099,X-MEN 2099,1993-1996
X2099 SPEC,X-MEN 2099 SPECIAL,1995
X2099:O,X-MEN 2099: OASIS,1996
X51,X-51,1999-2000
X92,X-MEN '92,2015
X92V2,X-MEN '92 VOL. 2,2016-2017
XA,X-TINCTION AGENDA (TPB),1992
XA2,X-TINCTION AGENDA VOL. 2,2015
XB,X-BABIES,1998
XB2,X-BABIES VOL. 2,2009-2010
XBR,X-BABIES REBORN,2000
XCAL,EXCALIBUR,1988-1998
XCAL2,EXCALIBUR VOL. 2,2001
XCAL3,EXCALIBUR VOL. 3,2004-2005
XCAL4,EXCALIBUR VOL. 4,2019-
XCAL:AA,EXCALIBUR: AIR APPARENT,1991
XCAL:MM,EXCALIBUR: MOJO MAYHEM,1989
XCAL:P,EXCALIBUR: POSSESSION,1991
XCAL:WWIII,EXCALIBUR: WEIRD WAR III,1990
XCAL:XXC,EXCALIBUR: XX CROSSING,1992
XCALSE,EXCALIBUR: SPECIAL EDITION,1988
XCHRON,X-MEN CHRONICLES,1995
XCLUB,X-CLUB,2012
XEN,XEN,2002
XF,X-FACTOR,"1986-1998, 2010-2013"
XF2,X-FACTOR VOL. 2,2002
XF3,X-FACTOR VOL. 3,2006-2009
XF:LM,X-FACTOR: LAYLA MILLER,2008
XF:PL,X-FACTOR: PRISONER OF LOVE,1990
XF:Q&D,X-FACTOR: QUICK & THE DEAD,2008
XFOR,X-FORCE,1991-2002
XFOR2,X-FORCE VOL. 2,2004-2005
